11001	0	2000	0
11001	0	2000	5
11001	0	2000	10
11001	0	2000	15
11001	0	2000	20
11001	0	2000	25
11001	0	2000	30
11001	0	2000	35
11001	0	2000	40
11001	0	2000	45
11001	0	2000	50
11001	0	2000	55
11001	0	2000	60
11001	1	2000	65
11001	1	2000	70
11001	0	2000	75
11001	0	2000	80
11001	0	2000	85
11001	0	2000	90
11001	0	2000	95
11001	0	2000	100
11001	0	2000	105
11002	0	2000	0
11002	0	2000	5
11002	0	2000	10
11002	0	2000	15
11002	0	2000	20
11002	1	2000	25
11002	2	2000	30
11002	11	2000	35
11002	5	2000	40
11002	12	2000	45
11002	7	2000	50
11002	10	2000	55
11002	8	2000	60
11002	7	2000	65
11002	16	2000	70
11002	8	2000	75
11002	12	2000	80
11002	7	2000	85
11002	6	2000	90
11002	0	2000	95
11002	0	2000	100
11002	0	2000	105
11004	0	2000	0
11004	0	2000	5
11004	0	2000	10
11004	0	2000	15
11004	0	2000	20
11004	0	2000	25
11004	0	2000	30
11004	0	2000	35
11004	0	2000	40
11004	0	2000	45
11004	0	2000	50
11004	0	2000	55
11004	0	2000	60
11004	0	2000	65
11004	0	2000	70
11004	0	2000	75
11004	0	2000	80
11004	0	2000	85
11004	0	2000	90
11004	0	2000	95
11004	0	2000	100
11004	0	2000	105
11005	0	2000	0
11005	0	2000	5
11005	0	2000	10
11005	0	2000	15
11005	0	2000	20
11005	0	2000	25
11005	0	2000	30
11005	0	2000	35
11005	0	2000	40
11005	0	2000	45
11005	0	2000	50
11005	0	2000	55
11005	2	2000	60
11005	1	2000	65
11005	0	2000	70
11005	1	2000	75
11005	0	2000	80
11005	0	2000	85
11005	0	2000	90
11005	0	2000	95
11005	0	2000	100
11005	0	2000	105
11007	0	2000	0
11007	0	2000	5
11007	0	2000	10
11007	0	2000	15
11007	0	2000	20
11007	0	2000	25
11007	0	2000	30
11007	1	2000	35
11007	0	2000	40
11007	0	2000	45
11007	0	2000	50
11007	0	2000	55
11007	0	2000	60
11007	0	2000	65
11007	0	2000	70
11007	0	2000	75
11007	0	2000	80
11007	0	2000	85
11007	0	2000	90
11007	0	2000	95
11007	0	2000	100
11007	0	2000	105
11008	0	2000	0
11008	0	2000	5
11008	0	2000	10
11008	0	2000	15
11008	0	2000	20
11008	0	2000	25
11008	0	2000	30
11008	0	2000	35
11008	0	2000	40
11008	2	2000	45
11008	0	2000	50
11008	0	2000	55
11008	0	2000	60
11008	0	2000	65
11008	0	2000	70
11008	1	2000	75
11008	1	2000	80
11008	1	2000	85
11008	0	2000	90
11008	0	2000	95
11008	0	2000	100
11008	0	2000	105
11009	0	2000	0
11009	0	2000	5
11009	0	2000	10
11009	0	2000	15
11009	0	2000	20
11009	0	2000	25
11009	1	2000	30
11009	1	2000	35
11009	0	2000	40
11009	0	2000	45
11009	0	2000	50
11009	2	2000	55
11009	1	2000	60
11009	0	2000	65
11009	0	2000	70
11009	1	2000	75
11009	0	2000	80
11009	0	2000	85
11009	0	2000	90
11009	0	2000	95
11009	0	2000	100
11009	0	2000	105
11013	0	2000	0
11013	0	2000	5
11013	0	2000	10
11013	0	2000	15
11013	0	2000	20
11013	0	2000	25
11013	0	2000	30
11013	0	2000	35
11013	0	2000	40
11013	0	2000	45
11013	2	2000	50
11013	0	2000	55
11013	0	2000	60
11013	1	2000	65
11013	1	2000	70
11013	0	2000	75
11013	1	2000	80
11013	0	2000	85
